Classifier,Vectorizer,Validation Acc,Test Acc,Total,Total Acc,Link Flag,User Flag,Hash Flag,Numb Flag,Keyw Flag,Lctn Flag,R Links,R Users,R Hash,Unslang,Split W,Stem,R Punct,R Numb,Lower,R StpWrds,R NotAlpha,Join,Python Algo,time
RIDGE,"TFIDF[1, 3]",0.80171,0.79804,3825.00885,0.7992078666945257,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': False, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': False, 'remove_not_alpha': True, 'join': True}",2020-05-01 18:10:51.867560
RIDGE,"TFIDF[1, 3]",0.80171,0.79804,3825.00885,0.7992078666945257,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': False, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': False, 'remove_not_alpha': True, 'join': True}",2020-05-01 18:11:58.982012
RIDGE,"TFIDF[1, 3]",0.79251,0.79405,3797.9778800000004,0.7935599414960302,True,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,False,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 18:12:53.728741
RIDGE,"TFIDF[1, 3]",0.79514,0.79405,3801.98337,0.7943968595904722,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 18:13:46.005693
RIDGE,"TFIDF[1, 3]",0.78858,0.78731,3769.9998699999996,0.7877141391558712,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': True, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 18:14:41.566106
RIDGE,"TFIDF[1, 3]",0.79054,0.7916,3786.98322,0.791262687003761,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': True, 'add_keyword_flag': True, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 18:15:37.029140
RIDGE,"TFIDF[1, 3]",0.79251,0.79559,3803.0029000000004,0.7946098829920603,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': True, 'add_keyword_flag': True, 'add_location_flag': True, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 18:16:33.588324
RIDGE,"TFIDF[1, 3]",0.80499,0.8057,3854.99887,0.8054740639364814,False,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 18:17:23.572959
RIDGE,"TFIDF[1, 3]",0.7958,0.79375,3802.00965,0.794402350605934,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': True, 'add_user_flag': False, 'add_hash_flag': True, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 18:18:16.504668
RIDGE,"TFIDF[1, 3]",0.79777,0.79559,3811.01388,0.7962837191809444,True,True,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 18:19:08.625488
RIDGE,"TFIDF[1, 3]",0.78858,0.78731,3769.9998699999996,0.7877141391558712,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': True, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 18:20:00.963729
RIDGE,"TFIDF[1, 3]",0.80762,0.80172,3846.01762,0.8035974968658588,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 18:20:49.122545
RIDGE,"TFIDF[1, 3]",0.8063,0.79896,3835.0013799999997,0.8012957333890514,False,False,False,False,False,False,True,True,True,False,True,False,False,True,True,False,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': False, 'split_words': True, 'stem': False, 'remove_punctuations': False, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': False, 'remove_not_alpha': True, 'join': True}",2020-05-01 18:21:56.158403
RIDGE,"TFIDF[1, 3]",0.8063,0.79896,3835.0013799999997,0.8012957333890514,False,False,False,False,False,False,True,True,True,False,True,False,False,True,True,False,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': False, 'split_words': True, 'stem': False, 'remove_punctuations': False, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': False, 'remove_not_alpha': True, 'join': True}",2020-05-01 18:23:04.563510
RIDGE,"TFIDF[1, 3]",0.8063,0.79926,3835.9802799999998,0.8015002674467195,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': False, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 18:36:10.650681
RIDGE,"TFIDF[1, 3]",0.80105,0.79773,3822.9921400000003,0.7987864897618053,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': False, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': False, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': False, 'remove_not_alpha': False, 'join': True}",2020-05-01 18:38:33.058459
RIDGE,"TFIDF[1, 3]",0.80762,0.80141,3845.00609,0.8033861450062683,False,False,False,False,False,False,True,True,False,True,True,False,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': False, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 18:40:03.478160
RIDGE,"TFIDF[1, 3]",0.80762,0.80172,3846.01762,0.8035974968658588,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 18:42:08.753775
RIDGE,"TFIDF[1, 3]",0.80893,0.79835,3837.0164400000003,0.801716765566235,False,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': True, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 18:43:13.724515
RIDGE,"TFIDF[1, 3]",0.78858,0.78731,3769.9998699999996,0.7877141391558712,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': True, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 18:44:58.753617
RIDGE,"TFIDF[1, 3]",0.80499,0.8057,3854.99887,0.8054740639364814,False,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 18:46:16.862905
RIDGE,"TFIDF[1, 3]",0.80696,0.79957,3837.9969899999996,0.8019216443794399,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': True, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 18:47:17.923857
RIDGE,"TFIDF[1, 3]",0.80499,0.80325,3847.00452,0.8038037024655245,False,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': True, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 18:48:24.687184
SGDClassifier,"TFIDF[1, 3]",0.80039,0.79068,3798.98281,0.7937699143334727,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,False,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': False, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 18:52:46.240001
SGDClassifier,"TFIDF[1, 3]",0.79383,0.79283,3796.0073800000005,0.7931482198077727,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,False,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': True, 'add_keyword_flag': True, 'add_location_flag': True, 'remove_links': True, 'remove_users': True, 'remove_hash': False, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 18:53:18.467739
SGDClassifier,"TFIDF[1, 3]",0.79777,0.79865,3820.9986599999997,0.79836996656916,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': True, 'add_keyword_flag': True, 'add_location_flag': True, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 18:53:53.548978
SGDClassifier,"TFIDF[1, 3]",0.79974,0.79957,3827.00093,0.7996240973673214,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': True, 'add_keyword_flag': True, 'add_location_flag': True, 'remove_links': True, 'remove_users': True, 'remove_hash': False, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 18:54:31.879081
SGDClassifier,"TFIDF[1, 3]",0.79251,0.78976,3783.9796100000003,0.7906351044713749,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': True, 'add_keyword_flag': True, 'add_location_flag': True, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': False, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 18:55:05.174428
SGDClassifier,"TFIDF[1, 3]",0.80302,0.7962,3821.00006,0.7983702590890096,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 18:55:35.781519
SGDClassifier,"TFIDF[1, 3]",0.78726,0.7867,3765.9990799999996,0.7868782030923526,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': True, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 18:56:13.343086
SGDClassifier,"TFIDF[1, 3]",0.80105,0.78517,3782.0088600000004,0.7902233305474301,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': True, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 18:56:44.242179
SGDClassifier,"TFIDF[1, 3]",0.79448,0.79651,3809.00517,0.7958640137902214,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': False, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': False, 'remove_not_alpha': True, 'join': True}",2020-05-01 18:57:28.578091
SGDClassifier,"TFIDF[1, 3]",0.79842,0.7962,3813.99426,0.7969064479732553,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': False, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': False, 'remove_not_alpha': True, 'join': True}",2020-05-01 18:58:03.560484
SGDClassifier,"TFIDF[1, 3]",0.78989,0.78946,3779.01045,0.7895968345173423,True,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,False,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 18:58:36.994975
SGDClassifier,"TFIDF[1, 3]",0.78923,0.79252,3787.9900500000003,0.791473056832428,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 18:59:13.645426
SGDClassifier,"TFIDF[1, 3]",0.78923,0.78455,3761.98394,0.7860392687003761,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': True, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 18:59:50.815338
SGDClassifier,"TFIDF[1, 3]",0.79186,0.7913,3788.01468,0.7914782030923527,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': True, 'add_keyword_flag': True, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 19:00:26.128711
SGDClassifier,"TFIDF[1, 3]",0.80302,0.80325,3844.00421,0.8031768094442123,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': True, 'add_keyword_flag': True, 'add_location_flag': True, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 19:00:59.299008
SGDClassifier,"TFIDF[1, 3]",0.79645,0.79712,3813.9959100000005,0.7969067927287924,False,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 19:01:32.546681
SGDClassifier,"TFIDF[1, 3]",0.79711,0.79344,3802.9932500000004,0.7946078666945258,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': True, 'add_user_flag': False, 'add_hash_flag': True, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 19:02:04.006419
SGDClassifier,"TFIDF[1, 3]",0.79711,0.79743,3816.0126200000004,0.7973281696615129,True,True,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 19:02:36.324218
SGDClassifier,"TFIDF[1, 3]",0.78858,0.78793,3772.02293,0.7881368428750523,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': True, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 19:03:17.124541
SGDClassifier,"TFIDF[1, 3]",0.80499,0.79405,3816.98492,0.797531324697033,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 19:03:52.945023
SGDClassifier,"TFIDF[1, 3]",0.79777,0.8011,3828.99301,0.800040328040117,False,False,False,False,False,False,True,True,True,False,True,False,False,True,True,False,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': False, 'split_words': True, 'stem': False, 'remove_punctuations': False, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': False, 'remove_not_alpha': True, 'join': True}",2020-05-01 19:04:40.140182
SGDClassifier,"TFIDF[1, 3]",0.80039,0.80264,3838.00829,0.8019240054325115,False,False,False,False,False,False,True,True,True,False,True,False,False,True,True,False,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': False, 'split_words': True, 'stem': False, 'remove_punctuations': False, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': False, 'remove_not_alpha': True, 'join': True}",2020-05-01 19:05:24.883911
SGDClassifier,"COUNT[1, 3]",0.80171,0.78793,3792.0199199999997,0.7923150689511074,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,False,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': False, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 19:06:09.961857
SGDClassifier,"COUNT[1, 3]",0.79777,0.79497,3808.99082,0.7958610154617635,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,False,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': True, 'add_keyword_flag': True, 'add_location_flag': True, 'remove_links': True, 'remove_users': True, 'remove_hash': False, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 19:06:36.376630
SGDClassifier,"COUNT[1, 3]",0.79842,0.77781,3753.98769,0.7843685102381948,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': True, 'add_keyword_flag': True, 'add_location_flag': True, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 19:07:08.210482
